objective_id,name,trigger,quest_log,quest_id,sparks,xp,flags
246,Subjugation: Hawkeyed Dnatbat,mobKill,,,250,600,
247,Conflict: N. Gustaberg,mobKill,,,10,500,repeat
248,Subjugation: Maighdean Uaine,mobKill,,,250,500,
249,Conflict: S. Gustaberg,mobKill,,,10,500,repeat
250,Subjugation: Carnero,mobKill,,,250,500,
251,Conflict: Zeruhn Mines,mobKill,,,10,100,repeat
252,Conflict: Palborough Mines,mobKill,,,10,500,repeat
253,Subjugation: Zi-Ghi Bone-eater,mobKill,,,250,500,
254,Conflict: Dangruf Wadi,mobKill,,,10,100,repeat
255,Subjugation: Teporingo,mobKill,,,250,500,
256,Conflict: Pashhow Marshlands,mobKill,,,12,600,repeat
257,Subjugation: Ni'Zho Bladebender,mobKill,,,250,700,
258,Conflict: Rolanberry Fields,mobKill,,,12,600,repeat
259,Subjugation: Simurgh,mobKill,,,250,1000,
260,Conflict: Crawler's Nest,mobKill,,,14,100,repeat
261,Subjugation: Demonic Tiphia,mobKill,,,250,800,
262,Conflict: Beadeaux,mobKill,,,13,650,repeat
263,Subjugation: Zo'Khu Blackcloud,mobKill,,,250,700,
264,Conflict: West Sarutabaruta,mobKill,,,10,500,repeat
265,Subjugation: Nunyenunc,mobKill,,,250,500,
266,Conflict: East Sarutabaruta,mobKill,,,10,500,repeat
267,Subjugation: Spiny Spipi,mobKill,,,250,500,
268,Conflict: Giddeus,mobKill,,,10,500,repeat
269,Subjugation: Hoo Mjuu the Torrent,mobKill,,,250,500,
270,Conflict: Toraimarai Canal,mobKill,,,15,100,repeat
271,Subjugation: Oni Carcass,mobKill,,,250,800,
272,Conflict: Inner Horutoto Ruins,mobKill,,,10,100,repeat
273,Subjugation: Maltha,mobKill,,,250,500,
274,Conflict: Outer Horutoto Ruins,mobKill,,,10,100,repeat
275,Subjugation: Bomb King,mobKill,,,250,500,
276,Conflict: Buburimu Peninsula,mobKill,,,12,600,repeat
277,Subjugation: Helldiver,mobKill,,,250,600,
278,Conflict: Tahrongi Canyon,mobKill,,,11,550,repeat
279,Subjugation: Serpopard Ishtar,mobKill,,,250,600,
280,Conflict: Maze of Shakhrami,mobKill,,,12,100,repeat
281,Subjugation: Argus,mobKill,,,500,1000,
282,Conflict: Meriphataud Mountains,mobKill,,,12,600,repeat
283,Subjugation: Daggerclaw Dracos,mobKill,,,250,600,
284,Conflict: Sauromugue Champaign,mobKill,,,13,650,repeat
285,Subjugation: Roc,mobKill,,,500,1000,
286,Conflict: Garlaige Citadel,mobKill,,,14,100,repeat
287,Subjugation: Serket,mobKill,,,500,1000,
288,Conflict: Castle Oztroja,mobKill,,,13,650,repeat
289,Subjugation: Lii Jixa the Somnolist,mobKill,,,250,800,
290,Conflict: Beaucedine Glacier,mobKill,,,14,700,repeat
291,Subjugation: Nue,mobKill,,,250,700,
292,Conflict: Ranguemont Pass,mobKill,,,11,100,repeat
293,Subjugation: Gloom Eye,mobKill,,,250,700,
294,Conflict: Fei'Yin,mobKill,,,14,100,repeat
295,Subjugation: Goliath,mobKill,,,250,800,
296,Conflict: Xarcabard,mobKill,,,14,700,repeat
297,Subjugation: Biast,mobKill,,,500,1000,
298,Conflict: Castle Zvahl Baileys,mobKill,,,15,750,repeat
299,Subjugation: Duke Haborym,mobKill,,,500,1000,
300,Conflict: Castle Zvahl Keep,mobKill,,,15,750,repeat
301,Subjugation: Baron Vapula,mobKill,,,250,800,
302,Conflict: Qufim Island,mobKill,,,13,650,repeat
303,Subjugation: Dosetsu Tree,mobKill,,,500,1000,
304,Conflict: Lower Delkfutt's Tower,mobKill,,,13,100,repeat
305,Subjugation: Epialtes,mobKill,,,250,700,
306,Conflict: Middle Delkfutt's Tower,mobKill,,,13,100,repeat
307,Subjugation: Ogygos,mobKill,,,250,700,
308,Conflict: Upper Delkfutt's Tower,mobKill,,,14,100,repeat
309,Subjugation: Enkelados,mobKill,,,250,800,
380,Conflict: Behemoth's Dominion,mobKill,,,14,100,repeat
310,Conflict: Rala Waterways I,mobKill,,,100,500,repeat
311,Conflict: Rala Waterways II,mobKill,,,100,500,repeat
312,Conflict: Rala Waterways III,mobKill,,,100,500,repeat
313,Conflict: Ceizak Battlegrounds I,mobKill,,,100,500,repeat
314,Conflict: Ceizak Battlegrounds II,mobKill,,,100,500,repeat
315,Conflict: Ceizak Battlegrounds III,mobKill,,,100,500,repeat
316,Conflict: Yahse Hunting Grounds I,mobKill,,,100,500,repeat
317,Conflict: Yahse Hunting Grounds II,mobKill,,,100,500,repeat
318,Conflict: Yahse Hunting Grounds III,mobKill,,,100,500,repeat
319,Conflict: Foret de Hennitiel I,mobKill,,,110,500,repeat
320,Conflict: Foret de Hennitiel II,mobKill,,,110,500,repeat
321,Conflict: Foret de Hennitiel III,mobKill,,,110,500,repeat
322,Conflict: Morimar Basalt Fields I,mobKill,,,110,500,repeat
323,Conflict: Morimar Basalt Fields II,mobKill,,,110,500,repeat
324,Conflict: Morimar Basalt Fields III,mobKill,,,110,500,repeat
325,Conflict: Yorcia Weald I,mobKill,,,120,500,repeat
326,Conflict: Yorcia Weald II,mobKill,,,120,500,repeat
327,Conflict: Yorcia Weald III,mobKill,,,120,500,repeat
328,Conflict: Marjami Ravine I,mobKill,,,120,500,repeat
329,Conflict: Marjami Ravine II,mobKill,,,120,500,repeat
330,Conflict: Marjami Ravine III,mobKill,,,120,500,repeat
331,Conflict: Kamihr Drifts I,mobKill,,,130,500,repeat
332,Conflict: Kamihr Drifts II,mobKill,,,130,500,repeat
333,Conflict: Kamihr Drifts III,mobKill,,,130,500,repeat
334,Conflict: Sih Gates I,mobKill,,,160,500,repeat
335,Conflict: Sih Gates II,mobKill,,,160,500,repeat
336,Conflict: Sih Gates III,mobKill,,,160,500,repeat
337,Conflict: Moh Gates I,mobKill,,,160,500,repeat
338,Conflict: Moh Gates II,mobKill,,,160,500,repeat
339,Conflict: Moh Gates III,mobKill,,,160,500,repeat
340,Conflict: Cirdas Caverns I,mobKill,,,160,500,repeat
341,Conflict: Cirdas Caverns II,mobKill,,,160,500,repeat
342,Conflict: Cirdas Caverns III,mobKill,,,160,500,repeat
343,Conflict: Dho Gates I,mobKill,,,160,500,repeat
344,Conflict: Dho Gates II,mobKill,,,160,500,repeat
345,Conflict: Dho Gates III,mobKill,,,160,500,repeat
346,Conflict: Woh Gates I,mobKill,,,160,500,repeat
347,Conflict: Woh Gates II,mobKill,,,160,500,repeat
348,Conflict: Woh Gates III,mobKill,,,160,500,repeat
494,Conflict: Outer Ra'Kaznar I,mobKill,,,170,500,repeat
495,Conflict: Outer Ra'Kaznar II,mobKill,,,170,500,repeat
496,Conflict: Outer Ra'Kaznar III,mobKill,,,170,500,repeat
762,Conflict: Ra'Kaznar Inner Court I,mobKill,,,180,600,repeat
763,Conflict: Ra'Kaznar Inner Court II,mobKill,,,180,600,repeat
764,Conflict: Ra'Kaznar Inner Court III,mobKill,,,180,600,repeat
390,Conflict: Sanctuary of Zi'Tah,mobKill,,,12,600,repeat
392,Conflict: Ro'Maeve,mobKill,,,16,800,repeat
394,Conflict: Boyahda Tree,mobKill,,,16,100,repeat
396,Conflict: Dragon's Aery,mobKill,,,17,850,repeat
398,Conflict: Eastern Altepa Desert,mobKill,,,13,650,repeat
400,Conflict: Western Altepa Desert,mobKill,,,14,700,repeat
402,Conflict: Quicksand Caves,mobKill,,,15,100,repeat
404,Conflict: Gustav Tunnel,mobKill,,,16,100,repeat
406,Conflict: Kuftal Tunnel,mobKill,,,14,100,repeat
408,Conflict: Cape Teriggan,mobKill,,,16,800,repeat
410,Conflict: Valley of Sorrows,mobKill,,,16,800,repeat
412,Conflict: Yuhtunga Jungle,mobKill,,,13,650,repeat
414,Conflict: Sea Serpent Grotto,mobKill,,,13,100,repeat
416,Conflict: Yhoator Jungle,mobKill,,,13,650,repeat
418,Conflict: Temple of Uggalepih,mobKill,,,15,100,repeat
420,Conflict: Den of Rancor,mobKill,,,16,100,repeat
422,Conflict: Ifrit's Cauldron,mobKill,,,16,100,repeat
424,Conflict: Ru'Aun Gardens,mobKill,,,70,850,repeat
426,Conflict: Ve'Lugannon Palace,mobKill,,,70,100,repeat
428,Conflict: Shrine of Ru'Avitau,mobKill,,,70,100,repeat
430,Conflict: Labyrinth of Onzozo,mobKill,,,14,700,repeat
432,Conflict: Korroloka Tunnel,mobKill,,,12,600,repeat
434,Conflict: Oldton Movalpolos,mobKill,,,13,650,repeat
436,Conflict: Newton Movalpolos,mobKill,,,16,800,repeat
438,Conflict: Lufaise Meadows,mobKill,,,13,650,repeat
440,Conflict: Misareaux Coast,mobKill,,,13,650,repeat
442,Conflict: Phomiuna Aqueducts,mobKill,,,13,650,repeat
444,Conflict: Riverne - Site #A01,mobKill,,,13,650,repeat
446,Conflict: Riverne - Site #B01,mobKill,,,14,700,repeat
448,Conflict: Sacrarium,mobKill,,,14,700,repeat
450,Conflict: Promyvion - Holla,mobKill,,,12,600,repeat
452,Conflict: Promyvion - Dem,mobKill,,,12,600,repeat
454,Conflict: Promyvion - Mea,mobKill,,,12,600,repeat
456,Conflict: Promyvion - Vahzl,mobKill,,,14,700,repeat
458,Conflict: Al'Taieu,mobKill,,,70,850,repeat
460,Conflict: Grand Palace of Hu'Xzoi,mobKill,,,70,850,repeat
462,Conflict: Garden of Ru'Hmet,mobKill,,,80,900,repeat
464,Conflict: Carpenters' Landing,mobKill,,,11,550,repeat
468,Conflict: Bibiki Bay,mobKill,,,13,650,repeat
472,Conflict: Attohwa Chasm,mobKill,,,13,650,repeat
474,Conflict: Pso'Xja,mobKill,,,14,700,repeat
476,Conflict: Uleguerand Range,mobKill,,,16,800,repeat
533,Conflict: Bhaflau Thickets,mobKill,,,60,800,repeat
535,Conflict: Mamook,mobKill,,,70,850,repeat
537,Conflict: Wajaom Woodlands,mobKill,,,60,800,repeat
539,Conflict: Aydeewa Subterrane,mobKill,,,60,800,repeat
541,Conflict: Halvung,mobKill,,,70,850,repeat
543,Conflict: Mount Zhayolm,mobKill,,,70,850,repeat
545,Conflict: Caedarva Mire,mobKill,,,60,800,repeat
547,Conflict: Arrapago Reef,mobKill,,,70,850,repeat
549,Conflict: Alza. Undersea Ruins,mobKill,,,70,850,repeat
553,Conflict: East Ronfaure [S],mobKill,,,11,550,repeat
555,Conflict: Jugner Forest [S],mobKill,,,14,700,repeat
557,Conflict: Batallia Downs [S],mobKill,,,12,600,repeat
559,Conflict: La Vaule [S],mobKill,,,70,850,repeat
561,Conflict: Eldieme Necropolis [S],mobKill,,,16,800,repeat
563,Conflict: North Gustaberg [S],mobKill,,,11,550,repeat
565,Conflict: Grauberg [S],mobKill,,,13,650,repeat
567,Conflict: Vunkerl Inlet [S],mobKill,,,13,650,repeat
569,Conflict: Pashhow Marshlands [S],mobKill,,,16,800,repeat
571,Conflict: Rolanberry Fields [S],mobKill,,,13,650,repeat
573,Conflict: Beadeaux [S],mobKill,,,70,850,repeat
575,Conflict: Crawlers' Nest [S],mobKill,,,16,800,repeat
577,Conflict: West Sarutabaruta [S],mobKill,,,11,550,repeat
579,Conflict: Fort Karugo-Narugo [S],mobKill,,,12,600,repeat
581,Conflict: Meriph. Mountains [S],mobKill,,,13,650,repeat
583,Conflict: Sauro. Champaign [S],mobKill,,,13,650,repeat
585,Conflict: Castle Oztroja [S],mobKill,,,70,850,repeat
587,Conflict: Garlaige Citadel [S],mobKill,,,16,800,repeat
589,Conflict: Beaucedine Glacier [S],mobKill,,,70,850,repeat
591,Conflict: Xarcabard [S],mobKill,,,80,900,repeat
593,Conflict: Castle Zvahl Baileys [S],mobKill,,,80,900,repeat
595,Conflict: Castle Zvahl Keep [S],mobKill,,,80,900,repeat
613,Conflict: Abyssea - La Theine,mobKill,,,80,900,repeat
614,Conflict: Abyssea - Konschtat,mobKill,,,80,900,repeat
615,Conflict: Abyssea - Tahrongi,mobKill,,,80,900,repeat
616,Conflict: Abyssea - Attohwa,mobKill,,,80,900,repeat
617,Conflict: Abyssea - Misareaux,mobKill,,,80,900,repeat
618,Conflict: Abyssea - Vunkerl,mobKill,,,80,900,repeat
619,Conflict: Abyssea - Altepa,mobKill,,,80,900,repeat
620,Conflict: Abyssea - Uleguerand,mobKill,,,80,900,repeat
621,Conflict: Abyssea - Grauberg,mobKill,,,80,900,repeat
885,Conflict: Escha - Zi'Tah I,mobKill,,,300,900,repeat
886,Conflict: Escha - Zi'Tah II,mobKill,,,300,900,repeat
887,Conflict: Escha - Zi'Tah III,mobKill,,,300,900,repeat
888,Conflict: Escha - Zi'Tah IV,mobKill,,,300,900,repeat
889,Conflict: Escha - Zi'Tah V,mobKill,,,300,900,repeat
901,Conflict: Escha - Zi'Tah VI,mobKill,,,300,900,repeat
902,Conflict: Escha - Zi'Tah VII,mobKill,,,300,900,repeat
903,Conflict: Escha - Ru'Aun I,mobKill,,,300,900,repeat
904,Conflict: Escha - Ru'Aun II,mobKill,,,300,900,repeat
905,Conflict: Escha - Ru'Aun III,mobKill,,,300,900,repeat
906,Conflict: Escha - Ru'Aun IV,mobKill,,,300,900,repeat
907,Conflict: Escha - Ru'Aun V,mobKill,,,300,900,repeat
908,Conflict: Escha - Ru'Aun VI,mobKill,,,300,900,repeat
909,Conflict: Escha - Ru'Aun VII,mobKill,,,300,900,repeat
910,Conflict: Escha - Ru'Aun VIII,mobKill,,,300,900,repeat
911,Conflict: Escha - Ru'Aun IX,mobKill,,,300,900,repeat
912,Conflict: Escha - Ru'Aun X,mobKill,,,300,900,repeat
943,Conflict: Reisenjima I,mobKill,,,300,900,repeat
944,Conflict: Reisenjima II,mobKill,,,300,900,repeat
945,Conflict: Reisenjima III,mobKill,,,300,900,repeat
946,Conflict: Reisenjima IV,mobKill,,,300,900,repeat
947,Conflict: Reisenjima V,mobKill,,,300,900,repeat
948,Conflict: Reisenjima VI,mobKill,,,300,900,repeat
949,Conflict: Reisenjima VII,mobKill,,,300,900,repeat
950,Conflict: Reisenjima VIII,mobKill,,,300,900,repeat
951,Conflict: Reisenjima IX,mobKill,,,300,900,repeat
952,Conflict: Reisenjima X,mobKill,,,300,900,repeat
953,Conflict: Reisenjima XI,mobKill,,,300,900,repeat
61,Total Successful Harvesting Attempts,,,,2000,6000,
118,Total Successful Harvesting Attempts,,,,200,600,
180,Harvesting: East Ronfaure,helmSuccess,,,100,500,repeat
181,Harvesting: Ghelsba Outpost,helmSuccess,,,100,500,repeat
182,Harvesting: Gusgen Mines,helmSuccess,,,100,500,repeat
183,Harvesting: Jugner Forest,helmSuccess,,,100,500,repeat
184,Harvesting: Zeruhn Mines,helmSuccess,,,100,500,repeat
185,Harvesting: Palborough Mines,helmSuccess,,,100,500,repeat
186,Harvesting: West Sarutabaruta,helmSuccess,,,100,500,repeat
187,Harvesting: Giddeus,helmSuccess,,,100,500,repeat
188,Harvesting: Buburimu Peninsula,helmSuccess,,,100,500,repeat
189,Harvesting: Tahrongi Canyon,helmSuccess,,,100,500,repeat
190,Harvesting: Maze of Shakhrami,helmSuccess,,,100,500,repeat
389,Harvesting: Yughott Grotto,helmSuccess,,,100,500,repeat
478,Harvesting: Yuhtunga Jungle,helmSuccess,,,100,500,repeat
479,Harvesting: Yhoator Jungle,helmSuccess,,,100,500,repeat
480,Harvesting: Ifrit's Cauldron,helmSuccess,,,100,500,repeat
485,Harvesting: Korroloka Tunnel,helmSuccess,,,100,500,repeat
481,Harvesting: Oldton Movalpolos,helmSuccess,,,100,500,repeat
482,Harvesting: Newton Movalpolos,helmSuccess,,,100,500,repeat
483,Harvesting: Lufaise Meadows,helmSuccess,,,100,500,repeat
484,Harvesting: Misareaux Coast,helmSuccess,,,100,500,repeat
486,Harvesting: Carpenters' Landing,helmSuccess,,,100,500,repeat
487,Harvesting: Attohwa Chasm,helmSuccess,,,100,500,repeat
599,Harvesting: Bhaflau Thickets,helmSuccess,,,100,500,repeat
600,Harvesting: Mamook,helmSuccess,,,100,500,repeat
601,Harvesting: Wajaom Woodlands,helmSuccess,,,100,500,repeat
602,Harvesting: Halvung,helmSuccess,,,100,500,repeat
603,Harvesting: Mount Zhayolm,helmSuccess,,,100,500,repeat
604,Harvesting: Caedarva Mire,helmSuccess,,,100,500,repeat
606,Harvesting: East Ronfaure [S],helmSuccess,,,100,500,repeat
607,Harvesting: Jugner Forest [S],helmSuccess,,,100,500,repeat
608,Harvesting: North Gustaberg [S],helmSuccess,,,100,500,repeat
609,Harvesting: Grauberg [S],helmSuccess,,,100,500,repeat
610,Harvesting: West Sarutabaruta [S],helmSuccess,,,100,500,repeat
611,Harvesting: Fort Karugo-Narugo [S],helmSuccess,,,100,500,repeat
63,Total Suc. Chocobo Digs,chocoboDigSuccess,,,100,500,repeat
727,Subjugation: Kirin,mobKill,,,1000,5000,repeat
728,Subjugation: Genbu,mobKill,,,300,1500,repeat
729,Subjugation: Suzaku,mobKill,,,300,1500,repeat
730,Subjugation: Seiryu,mobKill,,,300,1500,repeat
731,Subjugation: Byakko,mobKill,,,300,1500,repeat
768,Subjugation: Jailer of Justice,mobKill,,,300,1500,repeat
769,Subjugation: Jailer of Hope,mobKill,,,300,1500,repeat
770,Subjugation: Jailer of Prudence is handled in mob script,,,,300,1500,repeat
771,Subjugation: Jailer of Love,mobKill,,,1000,5000,repeat
812,Subjugation: Battleclad Chariot,mobKill,,,500,2500,repeat
813,Subjugation: Armored Chariot,mobKill,,,500,2500,repeat
814,Subjugation: Long-Bowed Chariot,mobKill,,,500,2500,repeat
815,Subjugation: Long-Armed Chariot,mobKill,,,500,2500,repeat
732,Subjugation: Overlord's Tombstone,mobKill,,,300,1500,repeat
733,Subjugation: Bladeburner Rokgevok,mobKill,,,300,1500,repeat
734,Subjugation: Steelshank Kratzvatz,mobKill,,,300,1500,repeat
735,Subjugation: Bloodfist Voshgrosh,mobKill,,,300,1500,repeat
736,Subjugation: Spellspear Djokvukk,mobKill,,,300,1500,repeat
737,Subjugation: Gu'Dha Effigy,mobKill,,,300,1500,repeat
738,Subjugation: Zo'Pha Forgesoul,mobKill,,,300,1500,repeat
739,Subjugation: Ra'Gho Darkfount,mobKill,,,300,1500,repeat
740,Subjugation: Va'Zhe Pummelsong,mobKill,,,300,1500,repeat
741,Subjugation: Bu'Bho Truesteel,mobKill,,,300,1500,repeat
742,Subjugation: Tzee Xicu Idol,mobKill,,,300,1500,repeat
743,Subjugation: Xuu Bhoqa the Enigma,mobKill,,,300,1500,repeat
744,Subjugation: Fuu Tzapo the Blessed,mobKill,,,300,1500,repeat
745,Subjugation: Naa Yixo the Stillrage,mobKill,,,300,1500,repeat
746,Subjugation: Tee Zaska the Ceaseless,mobKill,,,300,1500,repeat
747,Subjugation: Goblin Golem,mobKill,,,300,1500,repeat
748,Subjugation: Quicktrix Hexhands,mobKill,,,300,1500,repeat
749,Subjugation: Feralox Honeylips,mobKill,,,300,1500,repeat
750,Subjugation: Scourquix Scaleskin,mobKill,,,300,1500,repeat
751,Subjugation: Wilywox Tenderpalm,mobKill,,,300,1500,repeat
752,Subjugation: Angra Mainyu,mobKill,,,300,1500,repeat
753,Subjugation: Taquede,mobKill,,,300,1500,repeat
754,Subjugation: Pignonpausard,mobKill,,,300,1500,repeat
755,Subjugation: Hitaume,mobKill,,,300,1500,repeat
756,Subjugation: Cavanneche,mobKill,,,300,1500,repeat
757,Subjugation: Dynamis Lord,mobKill,,,300,1500,repeat
758,Subjugation: Duke Haures,mobKill,,,300,1500,repeat
759,Subjugation: Marquis Caim,mobKill,,,300,1500,repeat
760,Subjugation: Baron Avnas,mobKill,,,300,1500,repeat
761,Subjugation: Count Haagenti,mobKill,,,300,1500,repeat
772,Spoils - Ivory Chip,itemLooted,,,300,1500,repeat
773,Spoils - Scarlet Chip,itemLooted,,,300,1500,repeat
774,Spoils - Emerald Chip,itemLooted,,,300,1500,repeat
775,Spoils - Orchid Chip,itemLooted,,,300,1500,repeat
776,Spoils - Cerulean Chip,itemLooted,,,300,1500,repeat
777,Spoils - Silver Chip,itemLooted,,,300,1500,repeat
778,Spoils - Smoky Chip,itemLooted,,,300,1500,repeat
779,Spoils - Magenta Chip,itemLooted,,,300,1500,repeat
780,Spoils - Charcoal Chip,itemLooted,,,300,1500,repeat
781,Spoils - Smalt Chip,itemLooted,,,300,1500,repeat
782,Subjugation: Proto-Ultima,mobKill,,,1000,5000,repeat
783,Subjugation: Proto-Omega,mobKill,,,1000,5000,repeat
785,Subjugation: Vulpangue,mobKill,,,300,1500,repeat
786,Subjugation: Chamrosh,mobKill,,,300,1500,repeat
787,Subjugation: Cheese Hoarder Gigiroon,mobKill,,,300,1500,repeat
788,Subjugation: Brass Borer,mobKill,,,300,1500,repeat
789,Subjugation: Claret,mobKill,,,300,1500,repeat
790,Subjugation: Ob,mobKill,,,300,1500,repeat
791,Subjugation: Velionis,mobKill,,,300,1500,repeat
792,Subjugation Lil' Apkallu,mobKill,,,300,1500,repeat
793,Subjugation: Chigre,mobKill,,,300,1500,repeat
794,Subjugation: Iriz Ima,mobKill,,,300,1500,repeat
795,Subjugation: Lividroot Amooshah,mobKill,,,300,1500,repeat
796,Subjugation: Iriri Samariri,mobKill,,,300,1500,repeat
797,Subjugation: Anantaboga,mobKill,,,300,1500,repeat
798,Subjugation: Reacton,mobKill,,,300,1500,repeat
799,Subjugation: Dextrose,mobKill,,,300,1500,repeat
800,Subjugation: Wulgaru,mobKill,,,300,1500,repeat
801,Subjugation: Zareehkl the Jubilant,mobKill,,,300,1500,repeat
802,Subjugation: Verdelet,mobKill,,,300,1500,repeat
803,Subjugation: Armed Gears,mobKill,,,300,1500,repeat
804,Subjugation: Gotoh Zha the Redolent,mobKill,,,300,1500,repeat
805,Subjugation: Dea,mobKill,,,300,1500,repeat
806,Subjugation: Nosferatu,mobKill,,,300,1500,repeat
807,Subjugation: Khromasoul Bhurborlor,mobKill,,,300,1500,repeat
808,Subjugation: Achamoth,mobKill,,,300,1500,repeat
809,Subjugation: Mahjlaef the Paintorn,mobKill,,,300,1500,repeat
810,Subjugation: Experimental Lamia,mobKill,,,300,1500,repeat
811,Subjugation: Nuhn,mobKill,,,300,1500,repeat
1200,Level 30 Warrior +,levelUp,,,100,500,retro
1201,Level 50 Warrior,levelUp,,,200,500,retro
1202,Level 75 Warrior,levelUp,,,300,500,retro
1203,Level 99 Warrior,levelUp,,,400,500,retro
1204,Level 30 Monk,levelUp,,,100,500,retro
1205,Level 50 Monk,levelUp,,,200,500,retro
1206,Level 75 Monk,levelUp,,,300,500,retro
1207,Level 99 Monk,levelUp,,,400,500,retro
1208,Level 30 White Mage,levelUp,,,100,500,retro
1209,Level 50 White Mage,levelUp,,,200,500,retro
1210,Level 75 White Mage,levelUp,,,300,500,retro
1211,Level 99 White Mage,levelUp,,,400,500,retro
1212,Level 30 Black Mage,levelUp,,,100,500,retro
1213,Level 50 Black Mage,levelUp,,,200,500,retro
1214,Level 75 Black Mage,levelUp,,,300,500,retro
1215,Level 99 Black Mage,levelUp,,,400,500,retro
1216,Level 30 Red Mage,levelUp,,,100,500,retro
1217,Level 50 Red Mage,levelUp,,,200,500,retro
1218,Level 75 Red Mage,levelUp,,,300,500,retro
1219,Level 99 Red Mage,levelUp,,,400,500,retro
1220,Level 30 Thief,levelUp,,,100,500,retro
1221,Level 50 Thief,levelUp,,,200,500,retro
1222,Level 75 Thief,levelUp,,,300,500,retro
1223,Level 99 Thief,levelUp,,,400,500,retro
1224,Level 30 Paladin,levelUp,,,100,500,retro
1225,Level 50 Paladin,levelUp,,,200,500,retro
1226,Level 75 Paladin,levelUp,,,300,500,retro
1227,Level 99 Paladin,levelUp,,,400,500,retro
1228,Level 30 Dark Knight,levelUp,,,100,500,retro
1229,Level 50 Dark Knight,levelUp,,,200,500,retro
1230,Level 75 Dark Knight,levelUp,,,300,500,retro
1231,Level 99 Dark Knight,levelUp,,,400,500,retro
1232,Level 30 Beastmaster,levelUp,,,100,500,retro
1233,Level 50 Beastmaster,levelUp,,,200,500,retro
1234,Level 75 Beastmaster,levelUp,,,300,500,retro
1235,Level 99 Beastmaster,levelUp,,,400,500,retro
1236,Level 30 Bard,levelUp,,,100,500,retro
1237,Level 50 Bard,levelUp,,,200,500,retro
1238,Level 75 Bard,levelUp,,,300,500,retro
1239,Level 99 Bard,levelUp,,,400,500,retro
1240,Level 30 Ranger,levelUp,,,100,500,retro
1241,Level 50 Ranger,levelUp,,,200,500,retro
1242,Level 75 Ranger,levelUp,,,300,500,retro
1243,Level 99 Ranger,levelUp,,,400,500,retro
1244,Level 30 Samurai,levelUp,,,100,500,retro
1245,Level 50 Samurai,levelUp,,,200,500,retro
1246,Level 75 Samurai,levelUp,,,300,500,retro
1247,Level 99 Samurai,levelUp,,,300,500,retro
1248,Level 30 Ninja,levelUp,,,100,500,retro
1249,Level 50 Ninja,levelUp,,,200,500,retro
1250,Level 75 Ninja,levelUp,,,300,500,retro
1251,Level 99 Ninja,levelUp,,,400,500,retro
1252,Level 30 Dragoon,levelUp,,,100,500,retro
1253,Level 50 Dragoon,levelUp,,,200,500,retro
1254,Level 75 Dragoon,levelUp,,,300,500,retro
1255,Level 99 Dragoon,levelUp,,,400,500,retro
1256,Level 30 Summoner,levelUp,,,100,500,retro
1257,Level 50 Summoner,levelUp,,,200,500,retro
1258,Level 75 Summoner,levelUp,,,300,500,retro
1259,Level 99 Summoner,levelUp,,,400,500,retro
1260,Level 30 Blue Mage,levelUp,,,100,500,retro
1261,Level 50 Blue Mage,levelUp,,,200,500,retro
1262,Level 75 Blue Mage,levelUp,,,300,500,retro
1263,Level 99 Blue Mage,levelUp,,,400,500,retro
1264,Level 30 Corsair,levelUp,,,100,500,retro
1265,Level 50 Corsair,levelUp,,,200,500,retro
1266,Level 75 Corsair,levelUp,,,300,500,retro
1267,Level 99 Corsair,levelUp,,,400,500,retro
1268,Level 30 Puppetmaster,levelUp,,,100,500,retro
1269,Level 50 Puppetmaster,levelUp,,,200,500,retro
1270,Level 75 Puppetmaster,levelUp,,,300,500,retro
1271,Level 99 Puppetmaster,levelUp,,,400,500,retro
1272,Level 30 Dancer,levelUp,,,100,500,retro
1273,Level 50 Dancer,levelUp,,,200,500,retro
1274,Level 75 Dancer,levelUp,,,300,500,retro
1275,Level 99 Dancer,levelUp,,,400,500,retro
1276,Level 30 Scholar,levelUp,,,100,500,retro
1277,Level 50 Scholar,levelUp,,,200,500,retro
1278,Level 75 Scholar,levelUp,,,300,500,retro
1279,Level 99 Scholar,levelUp,,,400,500,retro
1280,Level 30 Geomancer,levelUp,,,100,500,retro
1281,Level 50 Geomancer,levelUp,,,200,500,retro
1282,Level 75 Geomancer,levelUp,,,300,500,retro
1283,Level 99 Geomancer,levelUp,,,400,500,retro
1284,Level 30 Runefencer,levelUp,,,100,500,retro
1285,Level 50 Runefencer,levelUp,,,200,500,retro
1286,Level 75 Runefencer,levelUp,,,300,500,retro
1287,Level 99 Runefencer,levelUp,,,400,500,retro
3000,Unity Communique A (UC),unityChat,,,100,500,unity
3002,Vanquish Multiple Enemies A (UC),mobKill,,,100,500,unity
3003,Vanquish Aquans A (UC),mobKill,,,100,500,unity
3004,Vanquish Amorphs with Physical Damage A (UC),mobKill,,,100,500,unity
3005,Vanquish Beasts with Magic A (UC),mobKill,,,100,500,unity
3006,Total Successful Woodworking Syntheses A (UC),synthSuccess,,,100,500,unity
3007,Total Successful Leatherworking Syntheses A (UC),synthSuccess,,,100,500,unity
3008,Total Suc. Mining Attempts A (UC),helmSuccess,,,100,500,unity
3009,Unity Communique B (UC),unityChat,,,100,500,unity
3010,Chocobo Digging B (UC),chocoboDigSuccess,,,100,500,unity
3011,Vanquish Multiple Enemies B (UC),mobKill,,,100,500,unity
3012,Vanquish Arcana B (UC),mobKill,,,100,500,unity
